event_id,session_id,user_id,event_timestamp,event_name,page_path,value
E00000084,S0000027,U003873,2025-01-01 13:25:39,page_view,/,0.0
E00000085,S0000027,U003873,2025-01-01 13:24:44,view_item,/product/nike-air-max,0.0
E00000086,S0000028,U004346,2025-01-01 16:50:35,page_view,/category/sneakers,0.0
E00000087,S0000028,U004346,2025-01-01 16:50:45,page_view,/category/running,0.0
E00000088,S0000028,U004346,2025-01-01 16:50:55,page_view,/category/sneakers,0.0
E00000089,S0000028,U004346,2025-01-01 16:51:06,page_view,/,0.0
E00000090,S0000028,U004346,2025-01-01 16:51:16,page_view,/,0.0
E00000091,S0000028,U004346,2025-01-01 16:51:26,page_view,/,0.0
E00000092,S0000028,U004346,2025-01-01 16:51:37,page_view,/category/boots,0.0
E00000093,S0000028,U004346,2025-01-01 16:51:47,page_view,/product/nike-air-max,0.0
E00000094,S0000028,U004346,2025-01-01 16:51:57,page_view,/product/puma-suede,0.0
E00000095,S0000028,U004346,2025-01-01 16:51:21,add_to_cart,/cart,106.84
E00000096,S0000029,U002537,2025-01-01 06:20:03,page_view,/category/sneakers,0.0
E00000097,S0000030,U007812,2025-01-01 08:11:04,page_view,/,0.0
E00000098,S0000031,U006616,2025-01-01 16:26:42,page_view,/,0.0
E00000099,S0000031,U006616,2025-01-01 16:27:36,page_view,/,0.0
E00000100,S0000032,U008566,2025-01-01 12:08:42,page_view,/category/boots,0.0
E00000101,S0000033,U007492,2025-01-01 17:06:04,page_view,/,0.0
E00000102,S0000034,U002171,2025-01-01 12:53:34,page_view,/blog/shoe-care,0.0
E00000103,S0000035,U010022,2025-01-01 11:59:42,page_view,/cart,0.0
E00000104,S0000035,U010022,2025-01-01 12:00:11,page_view,/,0.0
E00000105,S0000035,U010022,2025-01-01 12:00:40,page_view,/checkout,0.0
E00000106,S0000035,U010022,2025-01-01 12:00:08,view_item,/product/nike-air-max,0.0
E00000107,S0000036,U004334,2025-01-01 15:45:21,page_view,/category/running,0.0
E00000108,S0000037,U010392,2025-01-01 15:40:27,page_view,/,0.0
E00000109,S0000038,U000723,2025-01-01 14:35:45,page_view,/,0.0
E00000110,S0000038,U000723,2025-01-01 14:35:52,page_view,/category/boots,0.0
E00000111,S0000038,U000723,2025-01-01 14:35:59,page_view,/product/nike-air-max,0.0
E00000112,S0000038,U000723,2025-01-01 14:36:06,page_view,/category/boots,0.0
E00000113,S0000038,U000723,2025-01-01 14:36:13,page_view,/contact,0.0
E00000114,S0000038,U000723,2025-01-01 14:36:20,page_view,/product/puma-suede,0.0
E00000115,S0000038,U000723,2025-01-01 14:36:27,page_view,/category/sneakers,0.0
E00000116,S0000038,U000723,2025-01-01 14:36:10,add_to_cart,/cart,138.43
E00000117,S0000039,U001833,2025-01-01 15:37:35,page_view,/category/running,0.0
E00000118,S0000040,U002089,2025-01-01 21:22:13,page_view,/,0.0
E00000119,S0000040,U002089,2025-01-01 21:22:30,page_view,/,0.0
E00000120,S0000040,U002089,2025-01-01 21:22:48,page_view,/category/running,0.0
E00000121,S0000040,U002089,2025-01-01 21:23:05,page_view,/category/sneakers,0.0
E00000122,S0000040,U002089,2025-01-01 21:23:23,page_view,/cart,0.0
E00000123,S0000040,U002089,2025-01-01 21:23:40,page_view,/product/nike-air-max,0.0
E00000124,S0000040,U002089,2025-01-01 21:23:58,page_view,/category/sneakers,0.0
E00000125,S0000040,U002089,2025-01-01 21:24:15,page_view,/category/running,0.0
E00000126,S0000040,U002089,2025-01-01 21:24:33,page_view,/,0.0
E00000127,S0000041,U010928,2025-01-01 06:09:59,page_view,/category/boots,0.0
E00000128,S0000042,U013106,2025-01-01 03:59:26,page_view,/,0.0
E00000129,S0000042,U013106,2025-01-01 03:59:49,page_view,/checkout,0.0
E00000130,S0000042,U013106,2025-01-01 04:00:13,page_view,/,0.0
E00000131,S0000042,U013106,2025-01-01 04:00:37,page_view,/product/puma-suede,0.0
E00000132,S0000042,U013106,2025-01-01 03:59:54,view_item,/product/adidas-ultraboost,0.0
E00000133,S0000043,U014157,2025-01-01 07:02:54,page_view,/category/sneakers,0.0
E00000134,S0000043,U014157,2025-01-01 07:04:16,page_view,/category/sneakers,0.0
E00000135,S0000043,U014157,2025-01-01 07:03:43,view_item,/product/nike-air-max,0.0
E00000136,S0000044,U003270,2025-01-01 18:01:42,page_view,/,0.0
E00000137,S0000045,U005379,2025-01-01 17:43:53,page_view,/,0.0
E00000138,S0000045,U005379,2025-01-01 17:44:15,page_view,/product/adidas-ultraboost,0.0
E00000139,S0000045,U005379,2025-01-01 17:44:38,page_view,/product/adidas-ultraboost,0.0
E00000140,S0000045,U005379,2025-01-01 17:45:01,page_view,/,0.0
E00000141,S0000045,U005379,2025-01-01 17:44:20,view_item,/product/nike-air-max,0.0
E00000142,S0000045,U005379,2025-01-01 17:44:38,add_to_cart,/cart,174.01
E00000143,S0000046,U000453,2025-01-01 17:06:38,page_view,/category/boots,0.0
E00000144,S0000047,U012885,2025-01-01 12:16:02,page_view,/,0.0
E00000145,S0000047,U012885,2025-01-01 12:16:19,page_view,/category/boots,0.0
E00000146,S0000047,U012885,2025-01-01 12:16:36,page_view,/,0.0
E00000147,S0000047,U012885,2025-01-01 12:16:17,view_item,/product/nike-air-max,0.0
E00000148,S0000047,U012885,2025-01-01 12:16:28,add_to_cart,/cart,58.06
E00000149,S0000048,U008519,2025-01-01 18:23:27,page_view,/product/nike-air-max,0.0
E00000150,S0000049,U010883,2025-01-01 11:32:19,page_view,/category/boots,0.0
E00000151,S0000050,U006593,2025-01-01 15:47:57,page_view,/,0.0
E00000152,S0000051,U006654,2025-01-01 15:41:20,page_view,/,0.0
E00000153,S0000051,U006654,2025-01-01 15:42:04,page_view,/category/boots,0.0
E00000154,S0000051,U006654,2025-01-01 15:42:49,page_view,/category/boots,0.0
E00000155,S0000052,U007245,2025-01-01 13:42:05,page_view,/category/sneakers,0.0
E00000156,S0000053,U010877,2025-01-01 12:14:51,page_view,/category/sneakers,0.0
E00000157,S0000053,U010877,2025-01-01 12:15:00,page_view,/category/running,0.0
E00000158,S0000053,U010877,2025-01-01 12:15:09,page_view,/contact,0.0
E00000159,S0000053,U010877,2025-01-01 12:15:18,page_view,/product/nike-air-max,0.0
E00000160,S0000053,U010877,2025-01-01 12:15:27,page_view,/,0.0
E00000161,S0000053,U010877,2025-01-01 12:15:36,page_view,/cart,0.0
E00000162,S0000053,U010877,2025-01-01 12:15:45,page_view,/product/puma-suede,0.0
E00000163,S0000053,U010877,2025-01-01 12:15:54,page_view,/category/sneakers,0.0
E00000164,S0000054,U000401,2025-01-01 17:56:40,page_view,/product/nike-air-max,0.0
E00000165,S0000054,U000401,2025-01-01 17:57:08,page_view,/product/nike-air-max,0.0
E00000166,S0000054,U000401,2025-01-01 17:56:57,view_item,/product/adidas-ultraboost,0.0
E00000167,S0000055,U011410,2025-01-01 16:55:49,page_view,/cart,0.0
E00000168,S0000056,U012754,2025-01-01 07:15:58,page_view,/product/puma-suede,0.0
E00000169,S0000056,U012754,2025-01-01 07:16:17,page_view,/category/running,0.0
E00000170,S0000056,U012754,2025-01-01 07:16:36,page_view,/category/boots,0.0
E00000171,S0000056,U012754,2025-01-01 07:16:55,page_view,/product/adidas-ultraboost,0.0
E00000172,S0000056,U012754,2025-01-01 07:17:14,page_view,/account,0.0
E00000173,S0000056,U012754,2025-01-01 07:17:33,page_view,/category/sneakers,0.0
E00000174,S0000056,U012754,2025-01-01 07:17:52,page_view,/product/adidas-ultraboost,0.0
E00000175,S0000056,U012754,2025-01-01 07:18:11,page_view,/,0.0
E00000176,S0000056,U012754,2025-01-01 07:18:30,page_view,/category/boots,0.0
E00000177,S0000056,U012754,2025-01-01 07:18:49,page_view,/category/running,0.0
E00000178,S0000056,U012754,2025-01-01 07:16:55,view_item,/product/nike-air-max,0.0
E00000179,S0000056,U012754,2025-01-01 07:17:33,add_to_cart,/cart,85.98
E00000180,S0000057,U007479,2025-01-01 11:48:57,page_view,/category/sneakers,0.0
E00000181,S0000057,U007479,2025-01-01 11:49:09,page_view,/,0.0
E00000182,S0000057,U007479,2025-01-01 11:49:21,page_view,/product/puma-suede,0.0
E00000183,S0000057,U007479,2025-01-01 11:49:33,page_view,/category/boots,0.0
E00000184,S0000057,U007479,2025-01-01 11:49:45,page_view,/product/adidas-ultraboost,0.0
E00000185,S0000057,U007479,2025-01-01 11:49:57,page_view,/category/boots,0.0
E00000186,S0000057,U007479,2025-01-01 11:49:33,add_to_cart,/cart,141.13
E00000187,S0000058,U013354,2025-01-01 17:47:55,page_view,/,0.0
E00000188,S0000058,U013354,2025-01-01 17:49:58,page_view,/account,0.0
E00000189,S0000058,U013354,2025-01-01 17:52:01,page_view,/category/boots,0.0
E00000190,S0000058,U013354,2025-01-01 17:49:46,view_item,/product/nike-air-max,0.0
E00000191,S0000058,U013354,2025-01-01 17:51:00,add_to_cart,/cart,169.54
E00000192,S0000059,U004247,2025-01-01 20:15:17,page_view,/category/running,0.0
E00000193,S0000060,U003842,2025-01-01 06:44:09,page_view,/product/adidas-ultraboost,0.0
E00000194,S0000061,U001053,2025-01-01 15:24:57,page_view,/category/sneakers,0.0
E00000195,S0000061,U001053,2025-01-01 15:25:33,page_view,/product/puma-suede,0.0
E00000196,S0000061,U001053,2025-01-01 15:26:09,page_view,/category/sneakers,0.0
E00000197,S0000061,U001053,2025-01-01 15:26:45,page_view,/,0.0
E00000198,S0000061,U001053,2025-01-01 15:27:21,page_view,/,0.0
E00000199,S0000062,U011396,2025-01-01 10:19:48,page_view,/,0.0
E00000200,S0000062,U011396,2025-01-01 10:20:05,page_view,/category/sneakers,0.0
E00000201,S0000062,U011396,2025-01-01 10:20:22,page_view,/category/running,0.0
E00000202,S0000062,U011396,2025-01-01 10:20:39,page_view,/product/adidas-ultraboost,0.0
E00000203,S0000062,U011396,2025-01-01 10:20:56,page_view,/,0.0
E00000204,S0000062,U011396,2025-01-01 10:20:13,view_item,/product/adidas-ultraboost,0.0
E00000205,S0000063,U014609,2025-01-01 21:14:31,page_view,/,0.0
E00000206,S0000064,U007141,2025-01-01 06:53:29,page_view,/product/puma-suede,0.0
E00000207,S0000064,U007141,2025-01-01 06:55:07,page_view,/,0.0
E00000208,S0000064,U007141,2025-01-01 06:56:45,page_view,/product/puma-suede,0.0
E00000209,S0000064,U007141,2025-01-01 06:55:56,add_to_cart,/cart,188.42
E00000210,S0000065,U010196,2025-01-01 13:27:08,page_view,/cart,0.0
E00000211,S0000065,U010196,2025-01-01 13:27:33,page_view,/product/adidas-ultraboost,0.0
E00000212,S0000066,U002978,2025-01-01 14:24:17,page_view,/,0.0
E00000213,S0000066,U002978,2025-01-01 14:25:02,page_view,/product/adidas-ultraboost,0.0
E00000214,S0000066,U002978,2025-01-01 14:25:48,page_view,/checkout,0.0
E00000215,S0000066,U002978,2025-01-01 14:26:34,page_view,/category/running,0.0
E00000216,S0000066,U002978,2025-01-01 14:27:20,page_view,/cart,0.0
E00000217,S0000066,U002978,2025-01-01 14:28:06,page_view,/category/sneakers,0.0
E00000218,S0000066,U002978,2025-01-01 14:28:52,page_view,/category/running,0.0
E00000219,S0000066,U002978,2025-01-01 14:29:38,page_view,/category/running,0.0
E00000220,S0000066,U002978,2025-01-01 14:30:24,page_view,/product/adidas-ultraboost,0.0
E00000221,S0000066,U002978,2025-01-01 14:27:43,add_to_cart,/cart,193.14
E00000222,S0000067,U013631,2025-01-01 10:22:14,page_view,/category/running,0.0
E00000223,S0000067,U013631,2025-01-01 10:22:23,page_view,/category/running,0.0
E00000224,S0000067,U013631,2025-01-01 10:22:33,page_view,/product/adidas-ultraboost,0.0
E00000225,S0000067,U013631,2025-01-01 10:22:43,page_view,/category/sneakers,0.0
E00000226,S0000067,U013631,2025-01-01 10:22:52,page_view,/category/boots,0.0
E00000227,S0000067,U013631,2025-01-01 10:23:02,page_view,/,0.0
E00000228,S0000067,U013631,2025-01-01 10:23:12,page_view,/,0.0
E00000229,S0000067,U013631,2025-01-01 10:23:21,page_view,/category/running,0.0
E00000230,S0000067,U013631,2025-01-01 10:23:31,page_view,/product/nike-air-max,0.0
E00000231,S0000067,U013631,2025-01-01 10:23:41,page_view,/product/nike-air-max,0.0
E00000232,S0000067,U013631,2025-01-01 10:23:50,page_view,/product/adidas-ultraboost,0.0
E00000233,S0000067,U013631,2025-01-01 10:24:00,page_view,/product/puma-suede,0.0
E00000234,S0000068,U012358,2025-01-01 10:30:42,page_view,/blog/running-tips,0.0
E00000235,S0000069,U003572,2025-01-01 11:45:07,page_view,/,0.0
E00000236,S0000069,U003572,2025-01-01 11:46:01,page_view,/product/nike-air-max,0.0
E00000237,S0000070,U002684,2025-01-01 08:24:25,page_view,/account,0.0
E00000238,S0000070,U002684,2025-01-01 08:24:49,page_view,/,0.0
E00000239,S0000070,U002684,2025-01-01 08:25:14,page_view,/,0.0
E00000240,S0000070,U002684,2025-01-01 08:25:38,page_view,/category/sneakers,0.0
E00000241,S0000070,U002684,2025-01-01 08:26:03,page_view,/,0.0
E00000242,S0000070,U002684,2025-01-01 08:26:27,page_view,/checkout,0.0
E00000243,S0000071,U003250,2025-01-01 20:54:43,page_view,/category/sneakers,0.0
E00000244,S0000071,U003250,2025-01-01 20:55:40,page_view,/,0.0
E00000245,S0000071,U003250,2025-01-01 20:56:37,page_view,/category/boots,0.0
E00000246,S0000071,U003250,2025-01-01 20:57:35,page_view,/,0.0
E00000247,S0000071,U003250,2025-01-01 20:58:32,page_view,/account,0.0
E00000248,S0000071,U003250,2025-01-01 20:56:09,view_item,/product/nike-air-max,0.0
E00000249,S0000072,U013046,2025-01-01 11:32:41,page_view,/product/nike-air-max,0.0
E00000250,S0000072,U013046,2025-01-01 11:33:37,page_view,/checkout,0.0
E00000251,S0000072,U013046,2025-01-01 11:34:34,page_view,/product/adidas-ultraboost,0.0
E00000252,S0000072,U013046,2025-01-01 11:35:30,page_view,/,0.0
E00000253,S0000073,U013474,2025-01-01 12:09:27,page_view,/category/sneakers,0.0
E00000254,S0000073,U013474,2025-01-01 12:10:25,page_view,/category/sneakers,0.0
E00000255,S0000073,U013474,2025-01-01 12:10:01,view_item,/product/nike-air-max,0.0
E00000256,S0000074,U008549,2025-01-01 18:27:52,page_view,/checkout,0.0
E00000257,S0000074,U008549,2025-01-01 18:27:56,page_view,/cart,0.0
E00000258,S0000074,U008549,2025-01-01 18:28:00,page_view,/blog/shoe-care,0.0
E00000259,S0000074,U008549,2025-01-01 18:28:05,page_view,/product/adidas-ultraboost,0.0
E00000260,S0000074,U008549,2025-01-01 18:28:09,page_view,/cart,0.0
E00000261,S0000074,U008549,2025-01-01 18:28:14,page_view,/,0.0
E00000262,S0000074,U008549,2025-01-01 18:28:18,page_view,/product/nike-air-max,0.0
E00000263,S0000074,U008549,2025-01-01 18:28:22,page_view,/,0.0
E00000264,S0000074,U008549,2025-01-01 18:28:27,page_view,/product/nike-air-max,0.0
E00000265,S0000074,U008549,2025-01-01 18:28:31,page_view,/,0.0
E00000266,S0000074,U008549,2025-01-01 18:28:36,page_view,/account,0.0
E00000267,S0000074,U008549,2025-01-01 18:28:40,page_view,/,0.0
E00000268,S0000074,U008549,2025-01-01 18:28:44,page_view,/account,0.0
E00000269,S0000074,U008549,2025-01-01 18:28:49,page_view,/,0.0
E00000270,S0000074,U008549,2025-01-01 18:28:53,page_view,/,0.0
E00000271,S0000074,U008549,2025-01-01 18:28:58,page_view,/category/boots,0.0
E00000272,S0000074,U008549,2025-01-01 18:29:02,page_view,/,0.0
E00000273,S0000074,U008549,2025-01-01 18:29:06,page_view,/category/boots,0.0
E00000274,S0000074,U008549,2025-01-01 18:29:11,page_view,/category/running,0.0
E00000275,S0000074,U008549,2025-01-01 18:29:15,page_view,/,0.0
E00000276,S0000074,U008549,2025-01-01 18:28:36,add_to_cart,/cart,91.27
E00000277,S0000075,U004398,2025-01-01 14:48:29,page_view,/,0.0
E00000278,S0000075,U004398,2025-01-01 14:48:51,page_view,/,0.0
E00000279,S0000075,U004398,2025-01-01 14:49:14,page_view,/product/nike-air-max,0.0
E00000280,S0000076,U010948,2025-01-01 21:51:16,page_view,/,0.0
E00000281,S0000076,U010948,2025-01-01 21:51:22,page_view,/product/adidas-ultraboost,0.0
E00000282,S0000077,U014424,2025-01-01 15:15:46,page_view,/,0.0
E00000283,S0000077,U014424,2025-01-01 15:16:02,page_view,/,0.0
E00000284,S0000078,U009097,2025-01-01 13:05:18,page_view,/category/running,0.0
E00000285,S0000078,U009097,2025-01-01 13:05:41,page_view,/category/sneakers,0.0
E00000286,S0000078,U009097,2025-01-01 13:06:04,page_view,/,0.0
E00000287,S0000078,U009097,2025-01-01 13:05:38,view_item,/product/adidas-ultraboost,0.0
E00000288,S0000078,U009097,2025-01-01 13:05:52,add_to_cart,/cart,166.77
E00000289,S0000079,U005017,2025-01-01 14:35:21,page_view,/account,0.0
E00000290,S0000079,U005017,2025-01-01 14:35:55,page_view,/,0.0
E00000291,S0000079,U005017,2025-01-01 14:36:29,page_view,/category/sneakers,0.0
E00000292,S0000079,U005017,2025-01-01 14:36:12,add_to_cart,/cart,110.65
E00000293,S0000080,U007435,2025-01-01 04:34:48,page_view,/contact,0.0
E00000294,S0000080,U007435,2025-01-01 04:35:45,page_view,/,0.0
E00000295,S0000080,U007435,2025-01-01 04:36:43,page_view,/category/sneakers,0.0
E00000296,S0000080,U007435,2025-01-01 04:36:14,add_to_cart,/cart,170.09
E00000297,S0000081,U003139,2025-01-01 16:18:06,page_view,/,0.0
E00000298,S0000082,U004854,2025-01-01 12:03:35,page_view,/,0.0
E00000299,S0000082,U004854,2025-01-01 12:03:36,page_view,/,0.0
E00000300,S0000082,U004854,2025-01-01 12:03:38,page_view,/product/nike-air-max,0.0
E00000301,S0000082,U004854,2025-01-01 12:03:39,page_view,/category/sneakers,0.0
E00000302,S0000082,U004854,2025-01-01 12:03:41,page_view,/blog/running-tips,0.0
E00000303,S0000082,U004854,2025-01-01 12:03:37,view_item,/product/adidas-ultraboost,0.0
E00000304,S0000083,U002069,2025-01-01 13:30:28,page_view,/product/nike-air-max,0.0
E00000305,S0000083,U002069,2025-01-01 13:31:57,page_view,/product/adidas-ultraboost,0.0
E00000306,S0000083,U002069,2025-01-01 13:33:26,page_view,/,0.0
E00000307,S0000083,U002069,2025-01-01 13:32:42,add_to_cart,/cart,137.42
E00000308,S0000084,U004137,2025-01-01 08:40:43,page_view,/,0.0
E00000309,S0000084,U004137,2025-01-01 08:40:46,page_view,/cart,0.0
E00000310,S0000084,U004137,2025-01-01 08:40:50,page_view,/blog/shoe-care,0.0
E00000311,S0000084,U004137,2025-01-01 08:40:54,page_view,/product/puma-suede,0.0
E00000312,S0000084,U004137,2025-01-01 08:40:58,page_view,/category/running,0.0
E00000313,S0000084,U004137,2025-01-01 08:41:02,page_view,/product/adidas-ultraboost,0.0
E00000314,S0000084,U004137,2025-01-01 08:41:06,page_view,/product/puma-suede,0.0
E00000315,S0000084,U004137,2025-01-01 08:41:10,page_view,/category/sneakers,0.0
E00000316,S0000084,U004137,2025-01-01 08:41:14,page_view,/category/sneakers,0.0
E00000317,S0000084,U004137,2025-01-01 08:41:18,page_view,/category/sneakers,0.0
E00000318,S0000084,U004137,2025-01-01 08:41:10,begin_checkout,/checkout,0.0
E00000319,S0000084,U004137,2025-01-01 08:41:18,purchase,/checkout/success,281.97
E00000320,S0000085,U002445,2025-01-01 10:26:38,page_view,/contact,0.0
E00000321,S0000086,U010133,2025-01-01 15:27:19,page_view,/product/nike-air-max,0.0
E00000322,S0000087,U000987,2025-01-01 08:42:05,page_view,/,0.0
E00000323,S0000088,U009044,2025-01-01 12:14:18,page_view,/account,0.0
E00000324,S0000088,U009044,2025-01-01 12:15:18,page_view,/,0.0
E00000325,S0000089,U011518,2025-01-01 09:37:42,page_view,/product/puma-suede,0.0
E00000326,S0000090,U003242,2025-01-01 07:04:03,page_view,/category/sneakers,0.0
E00000327,S0000091,U009750,2025-01-01 11:44:25,page_view,/product/puma-suede,0.0
E00000328,S0000092,U007173,2025-01-01 06:05:14,page_view,/product/adidas-ultraboost,0.0
E00000329,S0000092,U007173,2025-01-01 06:05:30,page_view,/category/sneakers,0.0
E00000330,S0000092,U007173,2025-01-01 06:05:46,page_view,/contact,0.0
E00000331,S0000092,U007173,2025-01-01 06:06:03,page_view,/category/running,0.0
E00000332,S0000092,U007173,2025-01-01 06:06:19,page_view,/category/running,0.0
E00000333,S0000093,U013697,2025-01-01 06:36:02,page_view,/,0.0
E00000334,S0000094,U007709,2025-01-01 11:52:31,page_view,/category/boots,0.0
E00000335,S0000094,U007709,2025-01-01 11:54:19,page_view,/category/sneakers,0.0
E00000336,S0000095,U007701,2025-01-01 11:44:31,page_view,/,0.0
E00000337,S0000095,U007701,2025-01-01 11:46:47,page_view,/product/nike-air-max,0.0
E00000338,S0000096,U006562,2025-01-01 13:49:25,page_view,/,0.0
